Administrative,Informational,ProductRelated,ExitRates,PageValues,SpecialDay,Month,Region,TrafficType,VisitorType0,VisitorType1,Weekend,Revenue
0,0,6,0.07777777799999999,0.0,0.0,11,4,11,0.0,1.0,1,0
1,0,7,0.025,0.0,0.0,11,1,3,0.0,1.0,0,0
1,0,15,0.006666666999999999,0.0,0.0,3,1,2,0.0,0.0,1,0
8,4,42,0.011281178999999999,0.0,0.0,7,1,4,0.0,1.0,0,1
0,0,16,0.0,0.0,0.0,7,1,4,0.0,1.0,0,0
2,0,19,0.041915584,0.0,0.0,3,1,1,0.0,1.0,0,0
0,0,6,0.1,0.0,0.0,11,1,1,0.0,1.0,0,0
0,0,51,0.011764706000000002,0.0,0.0,11,1,3,0.0,1.0,0,0
0,0,21,0.023809524,0.0,0.0,12,3,10,0.0,1.0,0,0
0,0,6,0.2,0.0,0.0,6,7,13,0.0,1.0,0,0
0,0,3,0.066666667,0.0,0.0,6,3,4,0.0,1.0,0,0
2,0,31,0.00625,0.0,0.0,3,1,8,0.0,1.0,1,0
0,0,7,0.085714286,0.0,0.0,2,2,1,0.0,1.0,0,0
0,0,59,0.030879353999999998,0.0,0.0,12,3,1,0.0,1.0,0,0
0,0,6,0.033333333,0.0,0.0,11,1,20,0.0,1.0,0,0
0,0,10,0.05,0.0,0.0,3,1,1,0.0,1.0,0,0
0,0,1,0.0,0.0,0.0,8,7,13,0.0,1.0,0,0
12,0,110,0.030496867,11.10333103,0.0,11,1,1,0.0,1.0,0,0
3,0,24,0.008333333,0.0,0.0,12,3,1,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,12,9,20,1.0,0.0,0,0
0,0,6,0.033333333,0.0,0.0,5,3,3,0.0,1.0,0,0
0,0,27,0.04444444400000001,0.0,0.0,12,3,1,0.0,1.0,1,0
4,0,2,0.02,0.0,0.0,12,2,2,0.0,0.0,1,0
12,0,42,0.019666667,38.30849268,0.0,2,3,2,0.0,1.0,0,0
11,0,36,0.014880952,0.0,0.0,12,1,13,0.0,1.0,0,0
0,0,18,0.020833333,0.0,0.6,5,1,4,0.0,1.0,0,0
0,0,38,0.018918919,0.0,0.0,3,1,2,0.0,1.0,0,0
3,1,17,0.034920635,0.0,0.0,5,1,2,0.0,1.0,1,0
10,0,37,0.032954545,0.0,0.0,8,1,2,0.0,1.0,0,0
0,0,61,0.009289617,0.0,0.0,11,1,2,0.0,0.0,0,0
1,0,51,0.022643039,0.0,0.0,3,6,3,0.0,1.0,0,0
0,0,4,0.075,0.0,0.0,2,2,3,0.0,1.0,0,0
0,0,29,0.09540229900000001,0.0,0.8,5,1,13,0.0,1.0,0,0
4,0,10,0.016666667,38.99,0.0,3,1,3,0.0,1.0,1,1
3,0,55,0.0022222220000000003,0.0,0.0,3,1,2,0.0,0.0,0,0
1,5,116,0.010929463,0.0,0.0,11,1,2,0.0,1.0,0,1
1,0,12,0.016666667,10.83431037,0.0,3,6,8,0.0,0.0,0,1
5,0,31,0.023870968,0.0,0.0,12,8,2,0.0,1.0,0,0
5,0,51,0.011093074,0.0,0.0,12,6,2,0.0,0.0,0,0
2,0,0,0.2,0.0,0.0,5,1,6,0.0,1.0,1,0
0,0,1,0.2,0.0,0.0,6,1,3,0.0,1.0,0,0
3,0,63,0.012987013,9.078681618,0.0,11,1,2,0.0,1.0,0,1
0,0,2,0.1,0.0,0.0,8,6,20,0.0,1.0,0,0
7,0,14,0.013333333000000001,0.0,0.0,3,1,1,0.0,1.0,0,0
0,0,19,0.013947368,0.0,0.0,11,4,2,0.0,1.0,0,1
3,0,39,0.025721669,14.94379331,0.0,11,1,2,0.0,1.0,0,1
10,4,222,0.018457453999999998,10.66936985,0.0,11,3,2,0.0,1.0,1,0
0,0,8,0.025,0.0,0.0,3,3,2,0.0,1.0,1,0
0,0,3,0.1,0.0,0.0,12,2,3,0.0,0.0,0,0
6,3,22,0.02,87.94459488,0.0,12,1,2,0.0,1.0,0,0
0,0,34,0.01875,0.0,0.0,5,1,3,0.0,1.0,0,0
3,3,31,0.01712963,0.0,0.0,8,5,2,0.0,1.0,1,0
0,0,6,0.033333333,0.0,0.0,11,3,3,0.0,1.0,0,0
0,0,20,0.045416667,0.0,0.0,5,1,1,0.0,1.0,0,0
7,0,2,0.025,0.0,0.0,9,1,2,0.0,0.0,0,0
1,0,29,0.01957672,12.455,0.0,5,3,2,0.0,1.0,0,1
1,1,16,0.033777778,0.0,0.0,3,6,2,0.0,1.0,0,0
2,1,66,0.018141923,0.0,0.0,3,2,2,0.0,1.0,0,0
6,0,11,0.008888889,0.7146232140000001,0.0,6,1,2,0.0,1.0,0,1
1,0,17,0.0125,0.0,0.0,5,1,4,0.0,1.0,0,0
0,0,2,0.2,0.0,0.0,3,1,1,0.0,1.0,0,0
3,0,12,0.005555556,50.51764193,0.0,11,2,2,0.0,0.0,0,1
8,1,39,0.009302326,63.39474419,0.0,5,3,2,0.0,0.0,0,1
1,0,27,0.025308642000000003,0.0,0.0,12,9,2,0.0,1.0,0,0
1,1,93,0.039475088,3.323971324,0.4,5,8,13,0.0,1.0,0,0
3,0,139,0.011897443999999998,17.50624004,0.0,11,2,10,0.0,1.0,0,1
0,0,9,0.004166667,18.02533,0.0,3,1,2,0.0,1.0,0,1
1,0,10,0.02,0.0,0.0,5,3,6,0.0,1.0,0,0
0,0,15,0.066666667,0.0,1.0,5,6,1,0.0,1.0,1,0
0,0,11,0.06818181799999999,0.0,0.0,3,1,1,0.0,1.0,0,0
1,1,130,0.025758193999999998,0.0,0.0,9,5,1,0.0,1.0,0,0
7,3,16,0.018933333,0.0,0.0,11,1,2,0.0,1.0,0,0
0,0,3,0.022222222000000003,0.0,0.0,3,1,3,0.0,1.0,0,0
0,0,27,0.032,0.0,0.0,3,1,1,0.0,1.0,0,0
6,2,11,0.013333333000000001,0.0,0.0,12,2,2,0.0,1.0,0,0
0,0,5,0.133333333,0.0,1.0,5,4,3,0.0,1.0,1,0
0,0,11,0.006060606,0.0,0.0,3,6,1,0.0,1.0,0,0
0,0,4,0.05,0.0,0.0,3,2,1,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,12,6,13,0.0,1.0,0,0
0,0,36,0.019444443999999998,0.0,0.0,5,1,2,0.0,1.0,0,0
6,0,29,0.020689655,0.0,0.0,12,1,1,0.0,1.0,0,0
0,0,12,0.005555556,0.0,0.0,2,1,4,0.0,1.0,1,0
16,1,113,0.026808161,0.0,0.0,12,7,1,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,3,1,2,0.0,1.0,0,0
8,3,52,0.005172414,214.30666269999998,0.0,11,1,2,0.0,1.0,0,1
0,0,5,0.04,0.0,0.0,11,4,2,0.0,1.0,0,0
3,0,62,0.023911007,0.0,0.0,8,5,1,0.0,1.0,0,0
0,0,19,0.035087718999999996,0.0,0.0,11,4,11,0.0,1.0,1,1
0,0,33,0.02969697,0.0,0.0,7,1,2,0.0,1.0,0,0
4,0,4,0.06,0.0,0.0,11,2,3,0.0,1.0,0,0
0,0,40,0.016666667,0.0,0.0,11,8,10,0.0,1.0,0,0
1,0,24,0.016666667,0.0,0.0,3,2,3,0.0,1.0,0,0
0,0,10,0.09,0.0,0.0,12,1,3,0.0,1.0,0,0
1,0,15,0.016369048,4.90908873,0.0,7,3,2,0.0,1.0,0,0
2,0,20,0.00952381,60.04549665,0.0,3,3,2,0.0,1.0,0,1
1,3,31,0.012941176,10.32166068,0.0,3,1,2,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,5,4,2,0.0,0.0,0,0
0,0,5,0.08,0.0,0.0,5,1,3,0.0,1.0,0,0
7,0,36,0.017719298,22.08032319,0.0,8,2,2,0.0,1.0,0,0
0,0,15,0.04,0.0,0.6,5,1,3,0.0,1.0,0,0
0,0,2,0.2,0.0,0.8,5,3,3,0.0,1.0,0,0
1,1,24,0.005128205,0.0,0.0,7,8,2,0.0,0.0,1,0
0,0,7,0.041666667000000004,0.0,0.2,5,2,6,0.0,1.0,0,0
9,0,37,0.014848485,0.0,0.0,12,3,1,0.0,1.0,0,0
19,3,111,0.011027644,0.44703866299999995,0.0,7,3,3,0.0,1.0,0,0
0,0,39,0.005128205,0.0,0.0,3,2,2,0.0,1.0,1,0
0,0,14,0.042857143,0.0,0.0,11,1,13,0.0,1.0,0,0
7,0,105,0.013726336,8.072426168,0.0,5,3,1,0.0,1.0,0,0
0,0,13,0.015384615,34.97250838,0.0,11,1,2,0.0,0.0,0,1
0,0,1,0.2,0.0,0.0,11,4,2,0.0,1.0,0,0
0,0,3,0.033333333,0.0,0.0,3,1,2,0.0,1.0,0,0
0,0,28,0.029829932000000003,0.0,0.0,7,6,4,0.0,1.0,0,0
0,0,2,0.05,0.0,0.0,5,6,3,0.0,1.0,0,0
8,0,25,0.008333333,81.19520286,0.0,11,7,8,0.0,1.0,1,1
0,0,4,0.05,0.0,0.0,3,1,1,0.0,1.0,0,0
2,0,5,0.028571429,0.0,0.0,3,7,2,0.0,0.0,1,0
0,0,20,0.023928571000000003,0.0,0.0,12,4,2,0.0,1.0,0,0
3,0,18,0.018253968,0.0,0.0,8,3,5,0.0,1.0,0,0
0,0,61,0.041065574,0.0,0.0,11,2,13,0.0,1.0,0,0
0,0,18,0.11947368400000001,0.0,1.0,5,4,13,0.0,1.0,1,0
1,0,30,0.042083333,12.6534375,0.0,5,3,1,0.0,1.0,0,0
0,0,10,0.0,54.9950922,0.0,7,1,1,0.0,1.0,0,1
1,0,51,0.027755102,0.0,0.0,11,1,1,0.0,1.0,1,0
3,2,15,0.004166667,0.0,0.0,5,6,1,0.0,1.0,0,0
0,0,10,0.096666667,0.0,0.4,5,1,2,0.0,1.0,0,0
0,4,22,0.020244755,0.0,0.0,11,3,2,0.0,1.0,0,0
1,0,35,0.035442177000000005,8.435206908,0.0,9,1,2,0.0,1.0,1,0
9,0,17,0.024603175,0.0,0.0,9,1,2,0.0,1.0,0,0
1,0,47,0.017638888999999998,0.0,0.0,10,3,3,0.0,1.0,0,0
4,0,13,0.011764706000000002,0.0,0.0,9,9,2,0.0,0.0,0,0
1,3,125,0.039945665,1.002042069,0.0,7,1,3,0.0,1.0,0,1
2,0,47,0.025,32.799375,0.0,5,6,4,0.0,1.0,0,1
0,0,5,0.04,42.03044096,0.0,11,3,2,0.0,1.0,0,1
2,0,20,0.013157895,0.0,0.0,11,9,20,0.0,0.0,0,0
0,0,11,0.0036363640000000004,0.0,0.0,2,1,3,0.0,1.0,0,0
3,1,2,0.033333333,0.0,0.0,11,4,2,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,5,1,3,0.0,0.0,0,0
0,0,1,0.2,0.0,0.0,11,7,10,0.0,1.0,0,0
1,2,4,0.008333333,0.0,0.0,5,6,6,0.0,1.0,0,0
1,0,38,0.005263158,0.0,0.0,12,1,2,0.0,0.0,0,0
0,0,21,0.067,0.0,0.0,10,1,1,0.0,1.0,0,0
3,0,17,0.02,0.0,0.0,12,1,10,0.0,1.0,1,0
9,0,29,0.011342593,4.702065533,0.0,7,8,1,0.0,1.0,1,0
5,0,38,0.011382113999999999,52.28594057,0.0,10,1,2,0.0,1.0,1,1
1,0,22,0.056349206,0.0,0.0,5,4,6,0.0,1.0,0,0
4,1,150,0.005636724,33.33074497,0.0,3,5,2,0.0,1.0,0,0
0,0,15,0.015384615,0.0,0.0,11,8,20,0.0,1.0,0,0
0,0,8,0.04375,0.0,0.0,3,1,3,0.0,1.0,0,0
0,0,8,0.00625,0.0,0.0,5,1,4,0.0,1.0,1,0
3,0,7,0.02,0.0,0.0,3,1,8,0.0,0.0,1,0
6,0,18,0.011904762,12.55885714,0.0,5,1,4,0.0,1.0,0,1
1,0,3,0.016666667,0.0,0.2,5,3,4,0.0,1.0,0,0
0,0,21,0.008333333,0.0,0.0,3,1,1,0.0,1.0,0,0
0,0,4,0.140833333,0.0,0.0,8,1,3,0.0,1.0,0,0
0,0,13,0.047619048,16.72561819,0.0,8,1,3,0.0,1.0,0,1
6,0,44,0.010884353999999999,97.86083623,0.0,11,1,3,0.0,1.0,1,1
0,0,20,0.005263158,0.0,0.0,11,1,3,0.0,1.0,0,0
3,2,54,0.00969697,0.0,0.0,3,1,2,0.0,1.0,0,0
3,0,14,0.030625,0.0,0.0,11,3,2,0.0,1.0,1,0
2,6,34,0.002439024,0.0,0.0,10,4,2,0.0,0.0,1,0
2,2,6,0.07777777799999999,0.0,0.0,5,4,3,0.0,1.0,0,0
23,0,62,0.019685462,7.3118922170000005,0.0,11,1,10,0.0,1.0,1,0
2,10,54,0.019939049,25.82676446,0.0,12,2,2,0.0,1.0,0,0
0,0,1,0.133333333,0.0,0.0,6,1,4,0.0,1.0,0,0
0,0,3,0.066666667,0.0,0.0,3,1,10,0.0,1.0,0,0
2,0,44,0.016,0.0,0.0,3,3,2,0.0,1.0,0,0
0,0,40,0.033880952,0.0,0.0,11,1,11,0.0,1.0,0,1
7,0,36,0.035614035,133.28137859999998,0.0,12,1,13,0.0,1.0,0,0
8,1,52,0.02251462,12.13161988,0.0,5,6,6,0.0,1.0,0,0
0,0,5,0.18666666699999998,0.0,0.0,11,6,1,0.0,1.0,0,0
0,0,62,0.009539421999999999,5.1680996,0.0,11,1,2,0.0,1.0,0,1
6,2,49,0.048227559,5.513345912,0.0,5,1,4,0.0,1.0,1,0
0,0,39,0.028162392999999997,0.0,0.0,7,6,3,0.0,1.0,0,0
3,1,40,0.090697674,0.0,0.0,11,1,13,0.0,1.0,0,0
1,0,17,0.051851852000000004,0.0,0.0,7,2,1,0.0,1.0,0,0
0,2,27,0.016387521000000002,0.0,0.0,11,1,2,0.0,1.0,1,0
1,0,1,0.016666667,0.0,0.8,5,3,5,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,5,1,3,0.0,1.0,0,0
0,0,30,0.014285714,41.13336886,0.0,12,4,2,0.0,1.0,0,1
0,0,7,0.028571429,0.0,0.0,3,1,2,0.0,1.0,0,0
0,0,8,0.075,0.0,0.0,7,1,1,0.0,1.0,0,0
0,0,7,0.031428571,0.0,0.0,9,1,4,0.0,1.0,0,0
8,0,9,0.027272727000000004,0.0,0.0,12,4,8,0.0,0.0,0,0
0,0,49,0.013265306000000001,0.0,0.0,12,4,3,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,3,5,1,0.0,1.0,0,0
8,0,35,0.012017544,12.1225775,0.0,10,2,2,0.0,1.0,0,1
0,0,35,0.01969697,0.0,0.0,11,1,2,0.0,1.0,1,0
6,0,84,0.007575758,16.56314545,0.0,3,7,2,0.0,1.0,0,0
0,0,13,0.030769231,0.0,0.0,3,3,3,0.0,1.0,0,0
6,1,110,0.019359924,19.18310758,0.0,8,7,4,0.0,1.0,1,0
0,0,44,0.046666667,0.0,0.0,6,2,2,0.0,1.0,0,0
0,0,23,0.069565217,0.0,0.6,5,1,4,0.0,1.0,0,0
0,1,41,0.013333333000000001,0.0,0.0,5,2,6,0.0,1.0,0,0
2,0,7,0.008333333,0.0,0.4,5,1,4,0.0,1.0,0,0
0,0,3,0.2,0.0,0.0,11,6,13,0.0,1.0,0,0
7,1,61,0.006349206,0.0,0.0,5,1,3,0.0,0.0,0,0
7,3,65,0.030146368,6.147633803,0.0,5,3,4,0.0,1.0,1,0
0,0,26,0.02530525,0.0,0.8,5,3,1,0.0,1.0,0,0
1,0,23,0.038373016,7.1030208329999995,0.0,3,6,1,0.0,1.0,0,1
3,0,11,0.027777778,0.0,0.0,6,2,1,0.0,1.0,0,0
0,0,14,0.042857143,0.0,0.0,3,1,1,0.0,1.0,1,0
10,5,122,0.005114363,1.4832109390000001,0.0,11,1,2,0.0,1.0,0,1
9,4,95,0.014513583,12.74039337,0.0,11,4,1,0.0,1.0,1,0
0,0,4,0.05,0.0,0.0,11,3,1,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,11,4,8,0.0,1.0,0,0
1,2,20,0.038095238,0.0,0.0,11,4,2,0.0,1.0,0,0
0,0,10,0.004,0.0,0.0,3,1,2,0.0,1.0,0,0
7,1,221,0.021904108999999998,1.582473154,0.0,11,1,2,0.0,1.0,1,1
0,0,4,0.2,0.0,0.0,7,1,13,0.0,1.0,0,0
0,0,11,0.009090909,0.0,0.0,11,2,10,0.0,1.0,0,0
1,3,17,0.004761905,0.0,0.0,3,1,1,0.0,1.0,1,0
0,0,17,0.023889556,0.0,0.0,3,3,10,0.0,1.0,0,0
0,0,4,0.0,0.0,0.0,8,4,4,0.0,0.0,0,0
0,0,2,0.1,0.0,0.0,3,1,1,0.0,1.0,0,0
1,0,9,0.022222222000000003,0.0,0.0,5,1,13,0.0,1.0,0,0
0,0,6,0.016666667,0.0,0.0,12,3,2,0.0,1.0,0,0
0,6,47,0.019339623,0.0,0.0,12,1,2,0.0,1.0,0,0
0,0,35,0.024761905,0.0,0.0,3,1,1,0.0,1.0,0,0
0,0,8,0.025,0.0,0.0,3,9,3,0.0,1.0,1,0
0,0,39,0.002564103,0.0,0.0,11,3,2,0.0,0.0,0,0
0,0,12,0.084545455,0.0,0.0,12,1,2,0.0,1.0,0,0
4,1,19,0.049122807000000004,22.32934737,0.0,5,1,3,0.0,1.0,1,1
3,0,17,0.006666666999999999,64.2879309,0.0,8,1,2,0.0,1.0,0,1
0,0,6,0.04,0.0,0.0,3,4,3,0.0,1.0,0,0
0,0,55,0.001212121,0.0,0.0,8,1,4,0.0,0.0,1,0
0,0,26,0.046666667,0.0,0.0,11,6,2,0.0,1.0,0,0
2,0,31,0.034375,17.15249937,0.0,12,3,8,0.0,1.0,0,1
6,0,152,0.022523524,0.789591795,0.0,11,2,2,0.0,1.0,1,0
0,0,5,0.05,0.0,0.0,10,1,3,0.0,1.0,1,0
0,0,1,0.075,0.0,0.0,5,3,2,0.0,1.0,1,0
0,2,42,0.008333333,0.0,0.0,12,6,1,0.0,1.0,1,0
5,0,35,0.036923077,3.148615385,0.0,3,2,2,0.0,1.0,0,1
2,0,10,0.025714286,0.0,0.0,12,1,1,0.0,1.0,1,0
5,10,27,0.029166667,0.0,0.0,9,1,2,0.0,1.0,0,1
0,0,24,0.016666667,0.0,0.0,12,2,2,0.0,0.0,1,0
0,0,12,0.017777778,0.0,0.0,7,2,4,0.0,1.0,1,0
0,0,2,0.1,0.0,0.0,3,7,9,0.0,1.0,1,0
0,0,8,0.025,0.0,0.0,3,7,1,0.0,1.0,0,0
1,0,34,0.083095238,0.0,0.0,10,6,13,0.0,1.0,0,0
7,1,67,0.027327327000000002,4.148878378,0.0,5,7,4,0.0,1.0,0,0
0,0,5,0.16,0.0,0.6,5,1,3,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,12,6,1,0.0,1.0,1,0
0,0,3,0.066666667,0.0,0.0,3,4,11,0.0,1.0,0,0
2,0,30,0.024931582,0.0,0.0,5,3,2,0.0,1.0,0,0
2,2,4,0.0625,0.0,0.6,5,8,2,0.0,1.0,0,0
1,0,17,0.049411765,0.0,0.0,3,4,1,0.0,1.0,1,0
3,0,59,0.034331797000000004,13.18078221,0.0,8,1,2,0.0,1.0,1,0
0,0,8,0.15,0.0,0.0,6,1,3,0.0,1.0,0,0
10,0,47,0.019871795,7.256219132999999,0.0,3,3,1,0.0,1.0,0,0
8,0,20,0.059464286,0.0,0.0,12,1,1,0.0,1.0,1,0
0,0,4,0.05,0.0,0.2,5,1,2,0.0,1.0,0,0
7,0,49,0.015750591,0.0,0.0,12,3,10,0.0,1.0,1,0
8,0,31,0.012612613,3.889459459,0.0,3,7,2,0.0,1.0,0,1
0,0,13,0.029230769,0.0,0.0,5,4,3,0.0,1.0,0,0
0,2,90,0.044796184,0.0,0.0,11,7,1,0.0,1.0,0,1
0,0,19,0.09298245599999999,0.0,0.0,8,2,1,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,7,3,4,0.0,1.0,1,0
6,2,71,0.045526366,0.0,0.0,10,2,1,0.0,1.0,1,0
5,0,58,0.018087558,12.59910233,0.0,5,1,3,0.0,1.0,1,0
6,4,112,0.021415475,0.0,0.0,12,1,2,0.0,1.0,0,0
3,0,22,0.004266667,0.0,0.0,5,1,15,0.0,1.0,1,0
7,0,21,0.008695652,43.81043478,0.0,5,2,1,0.0,1.0,0,1
0,0,8,0.0375,0.0,0.0,5,1,4,0.0,1.0,0,0
0,0,80,0.041944444000000004,0.0,0.4,5,7,2,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,3,8,1,0.0,1.0,0,0
0,0,3,0.133333333,0.0,0.0,12,9,3,0.0,1.0,1,0
0,0,6,0.11666666699999999,0.0,0.0,5,1,3,0.0,1.0,1,0
2,0,23,0.008333333,45.6125,0.0,5,7,2,0.0,0.0,0,1
0,0,1,0.2,0.0,0.0,11,2,11,0.0,1.0,1,0
0,0,22,0.048484848,0.0,0.0,3,3,1,0.0,1.0,0,0
0,0,65,0.0203125,0.0,0.0,11,2,11,0.0,1.0,1,0
8,0,15,0.012280702,18.08071442,0.0,11,1,2,0.0,0.0,0,0
4,0,1,0.033333333,0.0,0.0,9,1,5,0.0,0.0,0,1
2,0,16,0.011111111000000002,0.0,0.0,10,2,2,0.0,0.0,1,0
1,1,31,0.052507715999999996,0.0,0.0,7,3,13,0.0,1.0,0,0
4,0,2,0.0375,0.0,0.0,9,5,2,0.0,1.0,0,1
1,0,47,0.01884058,5.909295032999999,0.0,12,7,2,0.0,1.0,0,0
12,6,127,0.017025608,33.85339122,0.0,11,1,2,0.0,1.0,1,1
1,4,44,0.001086957,45.829314399999994,0.0,3,1,2,0.0,0.0,1,1
0,0,24,0.004166667,19.47465798,0.0,11,1,2,0.0,0.0,0,1
1,0,7,0.0,36.65735004,0.0,7,6,2,0.0,0.0,1,1
0,0,19,0.007894736999999999,0.0,0.0,2,4,2,0.0,1.0,0,0
5,1,58,0.012156298000000001,3.97647235,0.0,5,1,2,0.0,1.0,1,0
2,0,23,0.016312636000000002,0.0,0.0,2,9,3,0.0,1.0,0,0
0,0,3,0.066666667,0.0,0.0,3,8,1,0.0,1.0,0,0
0,0,17,0.025,0.0,0.0,10,3,1,0.0,1.0,0,0
5,0,56,0.019322034,0.0,0.2,5,2,3,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,5,1,13,0.0,1.0,1,0
0,0,7,0.076190476,0.0,0.0,11,3,13,0.0,1.0,0,0
3,0,24,0.008333333,0.0,0.0,3,4,3,0.0,0.0,0,0
2,0,17,0.01175,23.5144,0.0,5,7,2,0.0,1.0,0,0
12,2,33,0.020476926,5.730539287999999,0.0,11,2,1,0.0,1.0,0,0
6,0,82,0.004844961,0.0,0.0,9,1,3,0.0,1.0,0,0
0,0,2,0.2,0.0,0.0,5,1,1,0.0,1.0,1,0
0,5,8,0.054545455,0.0,0.0,8,3,4,0.0,1.0,0,1
0,0,8,0.008333333,0.0,1.0,2,5,1,0.0,1.0,1,0
4,0,33,0.009285714,0.0,0.0,3,6,2,0.0,1.0,1,0
8,1,198,0.01852759,0.0,0.0,7,4,1,0.0,1.0,0,0
5,5,38,0.014565217,8.224168543,0.0,3,3,2,0.0,1.0,1,0
0,0,4,0.05,0.0,0.2,5,4,13,0.0,1.0,0,0
3,0,9,0.005555556,0.0,0.0,11,1,2,0.0,0.0,0,0
0,0,1,0.2,0.0,0.0,7,4,4,0.0,1.0,0,0
0,0,21,0.030952381,0.0,0.0,3,1,3,0.0,1.0,0,0
8,1,227,0.018863427,0.15482125300000002,0.0,10,1,13,0.0,1.0,0,0
3,0,9,0.045454545,0.0,0.0,10,1,1,0.0,1.0,1,0
2,0,60,0.015277778,16.43637285,0.0,11,1,2,0.0,1.0,0,1
2,0,7,0.031111111,0.0,0.0,11,3,8,0.0,1.0,1,0
0,0,6,0.066666667,0.0,0.0,5,3,3,0.0,1.0,0,0
1,0,17,0.024444444,0.0,0.0,5,1,3,0.0,1.0,0,0
6,0,59,0.011923715,8.567426866,0.0,3,2,2,0.0,1.0,1,1
1,0,54,0.005090909,0.0,0.0,3,9,10,0.0,1.0,0,0
6,0,62,0.009683371999999999,0.0,0.0,3,6,3,0.0,1.0,1,0
1,2,6,0.0074074069999999995,0.0,0.0,6,7,11,0.0,0.0,0,0
5,0,25,0.01875,19.23268976,0.0,11,6,4,0.0,1.0,0,0
2,1,42,0.032222222,0.0,0.0,10,1,1,0.0,1.0,1,0
2,0,15,0.00625,166.3735531,0.0,6,1,5,0.0,0.0,1,0
1,0,10,0.02,60.01343064,0.0,12,1,1,0.0,1.0,0,1
2,0,46,0.005797101,0.0,0.0,3,2,3,0.0,1.0,0,0
0,0,1,0.2,0.0,0.6,2,3,3,0.0,1.0,0,0
2,0,38,0.00745614,54.16451768,0.0,11,7,2,0.0,1.0,0,1
3,3,85,0.0056994359999999996,0.8583614559999999,0.0,8,3,4,0.0,1.0,0,0
0,0,14,0.076190476,0.0,0.0,5,1,13,0.0,1.0,0,0
0,0,9,0.066666667,0.0,0.0,5,4,3,0.0,1.0,0,0
0,0,22,0.026652892999999997,0.0,0.0,3,4,3,0.0,1.0,0,0
0,0,9,0.022222222000000003,0.0,0.0,3,3,10,0.0,1.0,0,0
0,0,7,0.08125,3.27121463,0.0,9,3,4,0.0,1.0,0,0
17,2,49,0.025063352,2.580028334,0.0,12,1,13,0.0,1.0,0,0
0,0,10,0.022222222000000003,0.0,0.0,5,6,6,0.0,0.0,0,0
0,0,4,0.025,0.0,0.0,5,4,4,0.0,1.0,0,0
0,0,18,0.033333333,0.0,0.0,11,3,1,0.0,1.0,0,0
2,0,49,0.015097221999999999,0.0,0.0,3,7,1,0.0,1.0,0,0
0,0,74,0.031306306,0.40823813200000003,0.0,11,1,1,0.0,1.0,0,0
0,0,15,0.040606061,0.0,0.0,11,3,11,0.0,1.0,1,0
7,0,9,0.017777778,0.0,0.0,12,4,2,0.0,0.0,0,0
12,0,90,0.014387171,1.722164948,0.0,5,1,4,0.0,1.0,0,0
0,0,10,0.085,0.0,0.0,11,4,13,0.0,1.0,1,0
2,0,43,0.014393939,0.0,0.0,11,3,1,0.0,1.0,0,0
0,1,62,0.022246642,0.0,0.0,8,1,4,0.0,1.0,0,0
0,0,15,0.013333333000000001,0.0,0.0,12,3,8,0.0,0.0,0,0
5,6,449,0.02770134,0.0,0.0,12,1,2,0.0,1.0,0,0
0,0,14,0.042857143,0.0,0.4,5,1,1,0.0,1.0,0,0
5,0,70,0.019809524,0.0,0.0,12,1,3,0.0,1.0,0,0
0,0,57,0.034482759,0.0,0.0,5,3,13,0.0,1.0,0,0
0,0,5,0.033333333,0.0,0.0,5,3,3,0.0,1.0,0,0
0,0,18,0.061111110999999996,0.0,0.8,5,9,3,0.0,1.0,0,0
0,0,12,0.041666667000000004,0.0,0.0,12,1,1,0.0,1.0,0,0
0,1,66,0.022177156,0.0,0.4,5,1,4,0.0,1.0,0,0
7,0,34,0.013719826999999999,0.0,0.0,9,3,2,0.0,0.0,0,0
0,0,10,0.02,0.0,0.0,5,3,3,0.0,1.0,0,0
7,1,68,0.006666666999999999,37.68626909,0.0,6,3,3,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,8,1,4,0.0,1.0,0,0
0,0,50,0.026383333,4.5476,0.0,5,1,4,0.0,1.0,0,1
0,0,22,0.028571429,23.86359286,0.0,3,1,1,0.0,1.0,0,1
3,0,55,0.008286252,18.61684302,0.0,11,6,2,0.0,1.0,1,1
1,0,22,0.021333333,14.92784091,0.0,11,1,2,0.0,1.0,0,0
0,0,73,0.007668232,0.0,0.0,5,3,1,0.0,1.0,1,0
0,0,5,0.2,0.0,0.4,5,4,13,0.0,1.0,0,0
10,0,46,0.019756838999999998,0.0,0.0,5,7,4,0.0,1.0,0,0
0,0,10,0.031666667,0.0,0.0,12,1,2,0.0,1.0,0,0
0,0,12,0.022222222000000003,0.0,0.0,11,1,2,0.0,1.0,1,0
